mid,province,gender,verified,retweet_mid_indicator,uid,retweet_uid_indicator,source,image,text,geo,created_at,delete_indicator,censor_indicator
mhk1AWgUwE,11,m,True,1,uVEQC5AK1,1,新浪微博,0,想起了法国人勒庞（Le Bon）的名作“乌合之众 - 大众心理研究”，曾写过博文一篇介绍，当时背景是药家鑫案：http://t.cn/hrtWvn //@uLCMK32LR：  别忘了，纳粹利用的就是民族主义情绪，一切极权背景下的“爱国”都是可疑和危险的,0,2012-08-20,1,1
mF8pXKC8B5,31,f,True,1,uJ2OUI03F,0,新浪微博,0,再回顾这段录像，五味杂陈。//@uII5JFEAS：  做做家务都能杀个英国人...................,0,2012-08-20,1,1
mgwujT3e7t,11,m,True,0,uMMSHFCTN,0,新浪微博,0,薄谷开来女士获刑死缓后说：“我感到这个判决是公正的，它全面体现了我们法庭对于法律的特别尊重，对于现实的特别尊重，特别是对生命的特别尊重。”——听着绝对感觉是在骂人。。。。。,0,2012-08-20,1,1
mpbVb5XMMj,11,m,True,1,uSIALAJTC,1,新浪微博,0,//@u1OVXXBL1：  真的可以写一个章回体小说了！,0,2012-08-20,1,1
mgYxylm0Wx,11,m,True,1,u1OVXNYWL,0,iPhone客户端,0,//@uGL42IZXR： //@uONPVMISD： //@uBKZ0FFUJ：  //@uKPK51CGO：  顶！ //@uLCMYDWPH：  转！//@uP2ZKNHEX： ,0,2012-08-20,1,1
mtq4ahzGCh,44,m,True,1,uTS2DQRGD,0,iPhone客户端,0,//@uBIBFVA2B：  @u3JH3UPQE：  “那你去干吗？我草你个妈。”,0,2012-08-20,1,1
mr3GpdmelH,81,f,False,1,u02LYSWT0,0,新浪微博,0,zf,0,2012-08-20,1,1
mCVkl4C6ka,81,f,False,1,uLUCYFDSP,0,新浪微博,0,//@uNEGFEZ32：  //@uQSM5KNRE： 谷死缓，张九年//@uAHFYR4YF： 你在现场？,0,2012-08-20,1,1
mt8d3PJBW9,11,m,True,1,u1CIIKEAI,1,新浪微博,0,//@uK3RZTRWN：  轉發微博,0,2012-08-20,1,1
mqJetU6ohI,33,m,True,1,uHRVJICMC,1,S60客户端,0,靠，车里搞很舒服吗？大屁股都露外面。穷的连开房钱都没吗？[汗]怎么不把他车牌拍下啊！[围观][围观][围观],0,2012-08-20,1,1
mNpiJ51HDZ,31,m,True,1,uVGJV2KIH,1,新浪微博,0,砸自己同胞的车，真是太可笑了！//@u02LTGPK1：  有本事去砸一汽广汽东风等日系合资方//@ukn： 转发微博,0,2012-08-20,1,1
mtq4OR8WvB,32,m,True,1,uFAKSSNO,0,新浪微博,0,法律面前，人人平等。《宪法》说的。,0,2012-08-20,1,1
mQW3pSn90S,100,m,True,1,uGL4TWFZM,0,iPad客户端,0,最好自觉不买某国产品。这个问题上，我佩服韩国的那些普通人。 //@uHRVYBFHE：  参加砸车的和同情者，请看！不要再干”亲者痛，仇者恨“的傻事了！爱国不是这样爱的,0,2012-08-20,1,1
mSacAIFAjH,11,m,True,0,uLMIKOO0C,0,新浪微博,0,「恒甫钓鱼」网友聪明，看出邹恒甫发的是智商钓鱼贴。邹神说，在梦桃源北大院长只要看到漂亮的女服务员必然进行奸淫。只要...必然...是假设，不是事实判断。算是评论，不算捏造事实诽谤。老邹，玩弄愚夫愚妇手段高明哦。人民网网易等，一起被钓。邹为不能进光华，可谓捉急加恼恨啊。,0,2012-08-21,0,1
m3ekvfwLG5,32,m,True,1,uRUZKK3T,0,新浪微博,0,//@uWWBV1FJL：  同意这一句：死缓是权贵的特权，是他们腐败的法律背书。,0,2012-08-21,1,1
mgwuk0ux1L,35,m,True,1,uI43PA1MY,1,新浪微博,0,还敢进去吗？,0,2012-08-21,1,1
mLL2byFybo,11,m,True,1,uOQZLPO4S,1,微博搜索,0,我什么也没看见。。。[哈哈]//@uATZPZM2C：  这个版亮瞎了！,0,2012-08-21,1,1
mU5NOzUBOE,400,m,True,0,uR1W30IEW,0,iPad客户端,1,记者问武大郎，最近你老婆被西门庆强占，有何评论？大郎说:自娘子被霸占以来，我一直密切关注事态的进展。众所周知，金莲自古以来就是我老婆，我对其拥有无可争辩主权。我对此事件已阐明立场。望西门先生认清形势，不要做破坏武西双方世代友好的事情，尽快协商，无条件释放我老婆，搁置争议共同开发。,0,2012-08-21,1,1
mJtFJgZBNc,11,m,True,1,uKPKVSCEQ,0,新浪微博,0,反动高晓松也。//@uHQYT3OAO：  @uMMSDZMP5：  转发微博。,0,2012-08-21,1,1
mdO7va36Ud,44,m,True,1,uRSRYDZJP,1,iPhone客户端,0,说到心里啦！很赞同！但是，我们更要自强不息，不过，社会要稳定，不能乱！前几天示威游行证明了，国家不能内乱，不然一发不可收拾！,0,2012-08-21,1,1
mkpFD2hsJ0,31,m,True,1,u351URJBA,1,iPhone客户端,0,表达的蛮形象滴[偷笑],0,2012-08-21,1,1
mfs991JKeP,11,m,False,1,uZQXUXBE3,0,新浪微博,0,1940年，德国人说：德国没有黑监狱，没有政治犯，德国犹太人生活很好，元首万岁！//@uZXYZZT1K：  宋泽和平年代被玩失踪，对不起党和人民。//@uATZFNZDY：  今天是宋泽失踪第77天,0,2012-08-21,1,1
m2DH979hfr,23,m,True,0,uMLLBROE2,0,新浪微博,1,毫无疑义，当今最重要的房产是乳房。君不见：男人靠乳房养眼，女人靠乳房自信。艺人靠乳房赚钱，电影靠乳房上座。演员靠乳房争风，观众靠乳房提神。文学靠乳房调色，画家靠乳房造型。小姐靠乳房拉客，女警靠乳房提拔。百姓靠乳房风流，官员靠乳房消魂。婴儿靠乳房活命。整个世界都靠乳房。,0,2012-08-21,1,1
mwQ7sWlGsY,21,m,True,1,uVT4HOC0U,0,新浪微博,0,[怒],0,2012-08-21,1,1
mEjUxpAGsT,11,m,True,1,uW0EJ4SN2,1,新浪微博,0,//@u5KYE4X25：  高小松现身说法 //@uVEQBYOZ2： 高晓松这条微博必须转。,0,2012-08-21,1,1
m0kj5T0bAr,400,m,True,0,u0AGHQAZH,0,iPhone客户端,0,十四名保钓人士手无寸铁冲上钓鱼岛，日本警察惊问：贵国的军队呢？答：在维稳，又问：武警呢？答：在抓周克华。那警察呢？在强拆，不是还有城管吗？在抓小贩，那贵国政府呢？在关心刘翔的脚伤。日本警察大怒：你们也太瞧不起我们日本国了，全抓起来！……@北电影视金融投资人班,1,2012-08-21,1,1
m5uvJd7BbN,31,m,True,0,uPA3CWI1G,0,皮皮时光机,1,【《华盛顿邮报》：薄瓜瓜和谷开来证词互相矛盾】谷开来家人的一名朋友透露，薄瓜瓜在提供给法庭的证词中强调他近年来都未和海伍德见面，也并未和他有合作。更没有“威胁”的说法。他也澄清有关他母亲和海伍德的传言，那些不是真实的。但他母亲“威胁儿子”的证词产生矛盾，法庭似乎故意忽略了这份证词,0,2012-08-21,1,1
mhiAI9sNgX,11,m,False,1,uZXKPM55W,0,新浪微博,0,无论是启东书记的T恤，还是成都女孩的汉服，还是这个保钓文化衫，都是受法律保护的，都不能扒。保钓有什么罪？卖国贼们非但自己不爱国，还要恐惧别人爱国，还要打击别人爱国，这不是腐朽到家了吗？这不是替日本人维稳吗？汉奸不只在草野之中，更是在朝堂之上。@宁波晚报@宁波发布@中国宁波网@宁波公安,0,2012-08-21,1,1
mcrrUB1G57,44,m,True,1,uPKF5ARJ1,1,新浪微博,0,//@uATZFNZDY：  今天是宋泽失踪第77天,0,2012-08-21,1,1
mGvrM5C6DT,400,m,False,0,uB5NFUJCJ,0,新浪微博,1,【看图说话】非一般的劲爆、专供P民意淫。。。[话筒],0,2012-08-21,1,1
mP6SaCIDaI,81,f,True,1,uVT4HMEPP,0,iPhone客户端,0,//@uZXYRPDDC： #吃地沟油的命#,0,2012-08-21,1,1
mpG6intYXX,11,m,True,0,uK3RZSCCW,0,iPhone客户端,0,外界可能并不清楚薄三这几年为啥如此张狂，不按党内政治文化出牌，也不把hw放在眼里，北京很多人明白支持者是谁？北京民间有「若干历史问题决议」座谈会，好多看法反映了知识分子的忧虑，究竟是继续改革开放还是倒退回文革。也有不少知识分子早就闻到薄三的法西斯气息,0,2012-08-21,0,1
mdZzxhrUlK,11,f,True,1,uFAYJLCI,0,新浪微博,0,中国话剧肯定越来越没戏了，所有戏都被法院抢了。还不用买门票。不公平。//@uFAYJLCI：  哎//@uBK14IDSN：  她死缓，夏俊峰就可以无期了，可以这么推理不？ //@uFAYJLCI： 我靠，死缓了说话还是领导口气，没有说我内疚，我向死者家属道歉，我不该杀人，明显还是在点播中国司法嘛。,0,2012-08-21,1,1
mviWckxAw2,11,f,True,1,uFAYJLCI,0,新浪微博,0,哎//@uBK14IDSN：  她死缓，夏俊峰就可以无期了，可以这么推理不？ //@uFAYJLCI： 我靠，死缓了说话还是领导口气，没有说我内疚，我向死者家属道歉，我不该杀人，明显还是在点播中国司法嘛。,0,2012-08-21,1,1
mj4sDQUySV,11,f,True,1,uFAYJLCI,0,新浪微博,0,我靠，死缓了说话还是领导口气，没有说我内疚，我向死者家属道歉，我不该杀人，明显还是在点播中国司法嘛。,0,2012-08-21,1,1
mQF11CoTXb,11,m,True,0,uZQX1TIMN,0,新浪微博,0,2003年以来，中国国务院所有的房地产调控政策都是虚伪的、欺骗的，调控最终总以房价上涨而终结。,0,2012-08-21,1,1
mt8dZTdWTZ,11,m,True,1,uTZ5OC3IO,0,新浪微博,0,//@uBID0ZO0S：  义正词严，值得一读。,0,2012-08-21,1,1
mGvraDOkow,400,m,True,1,uWYNBQ1XX,1,企业微博,0,[国旗][笑哈哈]//@uJ2OIWPYA：  [笑哈哈]//@uDS14LRE：  //@uFAZCWQK：  去挖煤？[偷笑]//@uZXKTEJJK：  应该可以入朝鲜籍,0,2012-08-21,1,1
m7ng5ll103,11,m,True,1,uM1UD4QOQ,0,iPhone客户端,0,回复@ukn： 他们夫妇两人就是不要脸这三个字最形象的注释。 //@ukn： 看看不厚在开人代会面对记者的高调谈话，真想象不出不要脸三个字的修炼已达到如此高的水平。 //@uM1UD4QOQ： 对，他们才是真正的、最大的黑社会。,0,2012-08-21,1,1
mc9TPgnMWv,11,m,True,1,uM1UD4QOQ,0,iPhone客户端,0,对，他们才是真正的、最大的黑社会。,0,2012-08-21,1,1
mVZBbgwwxq,44,m,True,0,uOQZCTGRO,0,新浪微博,1,【BGKL死$缓PK夏俊峰死刑】夏俊峰正当防卫刺死城管，被判死刑，夏俊峰在出庭时戴着沉重的镣铐，身穿囚衣；与之相比，新判决的谋杀案死$缓，出庭时被允许穿自己的衣服。司法当前，最基本的平等都没有？夏俊峰判死是告诫广大绵羊不要有反抗意识，BGKL死缓则是虎狼一族之间的心理默契。,0,2012-08-21,1,1
mA30SNdgMd,11,m,True,1,uVT4JNEZH,0,iPhone客户端,0,回复@uPVDJM5L1： [吃惊][吃惊][吃惊] //@uPVDJM5L1：  @uVT4JNEZH： @ukn： @uJWA3VGDU： 不会是2012吧[汗] //@u0VPP0AUA： 看着吓人！,0,2012-08-21,1,1
mt8dUSdXaJ,400,m,True,0,uW0EKFCAE,0,iPad客户端,0,天朝法律时而高、小、松，时而矮、大、紧。看似神出鬼没，实则鬼使神差。你若是神，他便是敬神的小鬼；你若是人，他便是害人的恶鬼；你若有一捆钞票，他便是推磨的懒鬼；你若有三分姿色，他便是护花的色鬼•••子在庭上曰：他反正是鬼，就看你是谁。,0,2012-08-21,1,1
mP6SiuoJxM,400,m,True,1,uW0EKFCAE,0,iPhone客户端,0,第一我只是写歌的，第二你有超过10%错别字哈，第三我喜欢你传神的网名[哈哈] //@ukn： 唱歌的也该行议政了？,0,2012-08-21,1,1
mcXmWVcpbG,400,m,True,1,uW0EKFCAE,0,iPad客户端,0,那戏子心有不平该当如何？求教了[泪]//@uK3REYIEL： 一个戏子，何苦老拿政治来装潢自己,0,2012-08-21,1,1
mc9TzU2ymI,11,m,True,1,u1OVUAURK,0,iPhone客户端,0,坐等说这是不实消息…… 等啊等……//@uBIBYKUSH： 去死吧／／／ //@uJ2OU3F2L： //@u3FT5YMBC： 人肉出来了 //@uBIBSDKTX： 要死了要死了@u3FT5YMBC： //@ukn： @ukn： //@ukn：  蛤蛤蛤还有这么全的,0,2012-08-21,1,1
m4hMzWAZGI,400,f,True,1,uJ2O1WDZB,0,新浪微博,0,一句话概括下：天朝法律时而高晓松，时而熊乃瑾。,0,2012-08-21,1,1
mxA0i1Nwzv,11,m,True,1,uZQX1TXD2,0,新浪微博,0,【政府有责】宪法规定的游行示威自由完全落空，公安掌握审查权使得国内无从发生常态的游行示威，人们心中积累的怨气不能及时宣泄，于是熬到一个机会上了街便不顾青红皂白地砸将起来。毁坏他人财产者应受惩罚，但政府压制自由导致“火上浇油”亦难逃其咎。呼吁废除剥夺游行示威自由的恶法。,0,2012-08-21,1,1
m9RsfM5tNs,81,m,True,1,u351USNU5,1,新浪微博,0,//@uPVDTX201：  此乃爱国之举？？？ //@uI43KK5VU： 对的 //@ukn： 理智地抵制日货，大家不闹事，不合作，和平抵制，我觉得这种做法才是真正可取的！,0,2012-08-21,1,1
m3ekvaRtnp,11,m,True,0,uKPKVUL15,0,iPhone客户端,0,与一位谙熟美国的朋友交流。在他看来，中国的所谓统战，不过是针对国内的小统战，美国的统战才是大统战，涵盖全球，且已把中国政府统战进去了。你看，中国将商品便宜地供应美国，又将赚来的钱便宜地借给美国，还将孩子送到美国。圣经说，你的钱在哪里，你的心就在哪里？中国官员显然心向美国。,0,2012-08-21,1,1
mLL2lxjPDU,44,m,True,1,uMLLGH0QW,1,Android客户端,0,这次让所有人都鉴赏了这玩意儿是怎么因人而异的[浮云]//@uQHCEL0RP： [赞],0,2012-08-21,1,1
mJtFQ881Ty,11,m,True,0,u3JHVQR02,0,新浪微博,0,再贴［某城速写］：治安全国最好，房价省会最低，GDP增速第一，国进民进，就业充分，鲜有上访，干部下村，黑社会分崩离析，农民工市民待遇，廉租房大片建起，警察街头风餐露宿，留守儿蛋奶每日，空巢老人政府养起，世界5OO强纷纷落户，玉成国家开发区……力缩三大差别，实现共同富裕。,0,2012-08-21,0,1
m1tDdVHu6,11,m,True,1,uDSJZSHJ,1,新浪微博,0,天真纯真如尔，只有输的份了。你没有充分估计到，如薄谷氏以党和国家领导人的夫人的范儿充分肯定的：我们的法庭“特别是体现了对生命的尊重”。//@uHQYP2VT1：  回复@uDSJZSHJ： 不仅输了面子，而且输了四瓶茅台酒，价值6000元！ //@uDSJZSHJ： 你怎以会犯这样愚蠢的错误,0,2012-08-21,1,1
mzHfH4hsbr,81,m,True,1,uQHCVQ0KL,0,WeicoPro,0,转发微博,0,2012-08-21,1,1
mviWcvDxia,11,m,True,1,uII5MEOLS,0,iPad客户端,0,这是洪老师在愤怒谴责日本甲级战犯吧,0,2012-08-21,1,1
mzHf8u9UI9,53,m,True,1,uP2ZO10CX,1,新浪微博,0,[good]深刻,0,2012-08-21,1,1
mRcS7sKmAb,11,m,True,1,uDGURNTVC,0,iPhone客户端,0,我本来以为是法官说的：） //@uVT4HH0B2： 不知道的还以为她是发言人  //@uB5NS1KSO：   //@uJ2OZPQMB：   //@ukn：  [呵呵]  //@u0AG4JEAP：  台詞是對好了的。缺點是透出不可抑制的傲慢。要演一個內心有神聖法律的律師是很難的，不經意就要露破綻。  //@uDGURNTVC： 最牛死缓：） ,0,2012-08-21,1,1
mhk1V0KjPn,11,m,True,1,uDGURNTVC,0,iPhone客户端,0,最牛死缓：） //@uPKFOPD4I： 瘦瘦身子就出来了[good],0,2012-08-21,1,1
m3ekUVgdvo,11,m,True,1,uB5FAZYIH,1,iPad客户端,0,转发微博,0,2012-08-21,1,1
mQF1XPlbdx,11,m,True,1,uLCMSL2TG,1,iPhone客户端,0,[哈哈] //@uII5SD2JQ： //@uCBT5M2EV： //@uWYNBQ1XX： [国旗][笑哈哈]//@uJ2OIWPYA：  [笑哈哈]//@uDS14LRE：  //@uFAZCWQK：  去挖煤？[偷笑]//@uZXKTEJJK：  应该可以入朝鲜籍,0,2012-08-21,1,1
mzHf0l6vwJ,11,m,True,1,uBIDANFFX,0,iPad客户端,0,[笑纳！太喜感啦] //@uEMBUBVQA：  @uBIDANFFX： 下次叫你＂波儿鼓开来＂。,0,2012-08-21,1,1
mkGXcQZ9xK,11,m,True,1,uZDQAH10T,0,iPhone客户端,0,将来就这么写『红楼梦』！ //@ukn： 深不可测的故事,0,2012-08-21,1,1
mZmLfXpe5m,11,m,True,1,uWWBYOFQQ,0,iPhone客户端,0,我也觉得怪怪的，话是不是心里话，谁都能听出来。 //@uOQZLPO4S： 我什么也没看见。。。[哈哈]//@uATZPZM2C：  这个版亮瞎了！,0,2012-08-21,1,1
m4hMz3FRbp,81,m,True,0,uGL4O4YPN,0,iPhone客户端,1,1940年，毛泽东对华人领袖陈嘉庚描绘未来的国家面貌：一没贪官污吏；二没土豪劣绅；三没赌博；四没娼妓；五没小老婆；六没叫化子；七没结党营私之徒；八没萎靡不振之气；九没人吃摩擦饭；十没人发国难财。经过70多年的奋斗，今天终于全都有了。,0,2012-08-21,1,1
mVQHH8Bqyr,11,m,True,1,uKB502C1Z,1,新浪微博,0,日本人如果说：我们要建立大日本...全世界都说这是军国主义。德国人人如果说：我们要建立日耳曼...全世界都会说这是纳粹。中国人天天说我们要建立中华民族...全世界都... ...觉得我们是“爱国主义”！,0,2012-08-21,1,1
mdO7VdpNGn,11,m,False,1,uR1WD0CDL,1,iPhone客户端,0,难！道！不！是！波！袭！来！吗！魂！淡！,0,2012-08-21,1,1
mpG6aKzegT,31,m,True,1,uHJXNILK4,0,新浪微博,0,"//@uRSRJXWUP：  我军官又战死在“车震打炮”事件里。[懒得理你]//@uVT4V4BQT：  请继续保钓2好让军人腾出精力操屁民的老婆！[话筒][话筒][话筒] //@uZ32SIRWZ： 人民英雄！党卫军楷模！惊天地泣鬼神！力拔山兮，操死逼！[嘻嘻] //@uVT4V4BQT： 屁民保钓,军人操逼！[话筒] //@uQHW2DFNI： 圍觀",0,2012-08-21,1,1
mB1DF5ZrWW,21,m,True,0,uZXY0OWRP,0,iPhone客户端,1,“白天没屌事，晚上屌没事”的闲人们，需觉悟了，请不要给中国这个可怜的民族，再蒙上一层恐怖的阴影。抵制日货，首先得学会抵制愚蠢，中国人自己砸自己的车算什么爱国，有本事去日本砸汽车厂。,0,2012-08-21,1,1
m4hMPveW2b,44,f,False,0,u1O5F3FC4,0,新浪微博,1,支持警方应严惩砸车暴徒的请转发。,0,2012-08-21,1,1
mCCOcYzvyY,11,m,True,0,uLMIY3QZG,0,iPhone客户端,1,听说班干部选好了，接下来大家可以专心学习了。,0,2012-08-21,1,1
mjBnwxsTAm,11,m,True,1,uZNJELHI4,0,摩托罗拉智能手机,0,统一于一个行动[good],0,2012-08-22,1,1
mpbVIODAZL,11,m,True,1,uZNJELHI4,0,摩托罗拉智能手机,0,//@uRLOJYIDT： 回复@uHRVJUHBF： 立党为公，执政为民，就得这么干！ //@uHRVJUHBF： 上月在北极村，碰巧遇到某首长也同一天到那里，所有景区景点都由军警提前清场，其所经线路三步一岗五步一哨，游客想在路边远远地望一眼庞大的车队也不被允许，一切“闲杂人等”通通赶走！[兔子] //@uRLOJYIDT： ,0,2012-08-22,1,1
mvRwI3woD8,43,m,True,1,uNEGTPB2Y,0,新浪微博,0,这类悲剧我已听说不下10起，应普及这方面的知识，尽量避免非战斗减员。,0,2012-08-22,1,1
mexhHq0eXW,50,m,False,0,uJWI2HJPF,0,Dell平板电脑,1,转：【万税之国】财政部一不留神“泄了老底”，一句“中国人均税负1166美元”，让全国人民震惊不已。要知道全国老百姓的人均收入还不到1000美元！这下全明白了，为什么物价这么贵，为什么钱越来越不够花，原来钱都被合法的拿走了。,0,2012-08-22,1,1
m1n1Ju9dK,11,m,False,0,uVT41INBU,0,新浪微博,1,【征求意见】《中国未来百年“非暴力全民和解”路线图》（讨论草稿第一稿）。回首百年，我们悲哀地发现：暴力百年，噩梦不断！历史走了一个轮回怪圈！无数仁人志士抛头颅、洒热血，以身许国，可100年前中华民族民主、共和、自由的梦想依然遥远！2012，希望成为中华民族的“非暴力元年”。@章文的文章,0,2012-08-22,1,1
m87aoqASHn,22,m,True,1,uUPWTXO32,1,新浪微博,0,//@uBIDRSDL0：  [哈哈][good] //@uZDQXVLNR： [思考] //@ukn： 回复@ukn： 色肉穿脑过，真理心中留；只要我们心中有真理，多行善事，不必拘泥小姐（节）[偷笑],0,2012-08-22,1,1
m7dG1yA0Vv,11,m,True,1,u5KY5FOWB,0,iPhone客户端,0,//@uSIA3SCC1： 三案三个代表：政权稳定、思想稳定、行动稳定.这用的是科学发展观！,0,2012-08-22,1,1
mzqqbYXn35,11,m,True,1,uUPC0A0BB,1,诺基亚C7,0,//@u0YUOJN0C： [吃惊]还在不断增加。,0,2012-08-22,1,1
mj4oyXi5de,100,m,True,0,uNEGKSTMF,0,iPad客户端,1,【一个局长就这么牛】每当他要耸肩抖掉大衣，总会有两名警察上前替他拿住。在餐厅里，他会要求一整层楼禁止其他客人入内。他会自带食物和饮品，或者要求对餐厅进行检验。他从家开车到附近的公安局时，警察会封锁沿途的道路。要去机场的话，他有时会乘坐警用直升机（纽约时报） http://t.cn/zWHQmxr,0,2012-08-22,1,1
mGxouEApZC,44,m,True,1,uTZ5KUSQO,0,iPhone客户端,0,学习不够啊，要加强车震安全培训。 //@uBKZ0FFUJ： 什么也不想说。,0,2012-08-22,1,1
mF8pIMup55,11,f,True,0,uRLOG5BRG,0,新浪微博,0,一位朋友写道：刘翔的奥运表现是在做戏吗？叶诗文到底有没有服药？法庭上的谷开来是本人吗？被打死的是周克华吗？等等。这不禁让人联想起一则古老故事—狼来了！孩子只说了一次谎，就没有人相信，最后喂身于狼。中国宣传机器命大福大，说了六十多年的谎，现在终于到了每说一句话，都被人怀疑的阶段了。,0,2012-08-22,1,1
m2XhEhSmug,11,m,True,1,uATZY3LKC,0,新浪视野,0,精彩点评。,0,2012-08-22,1,1
mSacuchXmz,31,m,True,1,uBID0ZO0S,0,新浪微博,0,支持送饭党。,0,2012-08-22,1,1
mkGXw2GEVN,42,m,True,0,uK3R0INPR,0,享拍微博通,1,【网曝四川宜宾女协税员如三陪】帖图文中，一位疑似在该市南溪区地方税务局工作过的员工写到：2010年一批年轻美貌的院校女生经公开招聘到了南溪地税局。一段时间后，才知道招进我们的根本目的是为了接待上级领导干部。经历了陪吃、陪喝、陪跳、陪……我们开始躲避，但没办法。http://t.cn/zWRMWbs,0,2012-08-22,0,1
mB1DUzpDgf,11,m,True,1,uMMS54BNG,0,iPhone客户端,0,为什么抢着上位了，特权!//@uZXYZZT1K： 大领导刚从机场赶过来，忙啊。//@uQHCQHWA5：  //@uOQZ3PKZM： 太不像话了,0,2012-08-22,1,1
mRcS7213wN,44,m,True,1,uKPK5N5BS,0,三星Galaxy SIII,0,哦！,0,2012-08-22,1,1
mptIupfXUN,31,m,True,0,uDG02DDM3,0,新浪微博,1,董事会，到底7个人好还是9个人好，@uWWBYOFQQ： @uR1WOGA5X： @uLUCYJACL： @uCBTSDJFW： 有何经验体会？,0,2012-08-22,0,1
mBc8JEWZxf,11,m,True,1,uY02Z0DKK,0,iPhone客户端,0,//@uII5O24R4： 一个混蛋的政府还有什么干不出来的吗？//@uZNJRKTFM：  特权使他们把人民推到了对立面。 //@uMMS54BNG： 为什么抢着上位了，特权!//@uZXYZZT1K： 大领导刚从机场赶过来，忙啊。//@uQHCQHWA5：  //@uOQZ3PKZM： 太不像话了,0,2012-08-22,1,1
mNlVNek6pI,82,m,True,1,u0VPNSZEC,0,新浪微博,0,哦，这个指控，北大不能等闲视之吧。//@u3FS2U2CT：  蔡洪滨的应用论文是你和方汉明他们写的，全世界经济学人都知道。,0,2012-08-22,1,1
m3ekNf5QNT,11,f,True,1,u1OVUOJYN,0,iPhone客户端,0,[怒][怒]//@uATZF3XUI： [怒]太过份了 //@ukn： 打丫的！ //@uMLLVE2OD： 打倒小日本！日本鬼子死光了！ //@uRSR5G2CL： 该打必须打！[怒] //@ukn：  打倒日本鬼 //@uQHCZS1BG： 大刀向鬼子们的头上砍去！ //@uRUB5LKJ： 转发微博,0,2012-08-22,1,1
mgwuAgtevp,11,m,True,1,uNEGP5F3P,0,iPhone客户端,0,找死的弹丸之地，龌龊的倭寇流匪。 //@uMLLVE2OD： 打倒小日本！日本鬼子死光了！ //@uRSR5G2CL： 该打必须打！[怒] //@ukn：  打倒日本鬼 //@uQHCZS1BG： 大刀向鬼子们的头上砍去！ //@uRUB5LKJ： 转发微博,0,2012-08-22,1,1
mzqqy8LchE,33,m,True,1,uOQZ04CUA,0,iPhone客户端,0,「@ukn： //@uATZFPLCQ：  //@uKPJFFAAE：  经常的事！全国各地都一样！,0,2012-08-22,1,1
m3ekNI3cC9,100,m,True,0,uNEGJSHAR,0,新浪微博,1,当中国女车主哭泣的画面被日本电视播出的时候，参与砸车的那些中国人你是感到骄傲呢，还是耻辱？抵制日货是种态度而不是一种变态，爱国首先得要先学会爱国人。当日本对中国人动手的时候，作为中国人你也对中国人动手，这不算反日，更算不上爱国。,0,2012-08-22,1,1
mUEaqu2mnk,11,m,False,1,uZXK2PG2R,0,iPhone客户端,0,//@uRSRDWAZT： //@uP2ZJSZQ1：  //@uQHCCNL5D：  黑暗里的每一声呐喊，都在孕育黎明。 //@uNEG5SB0O： 黑暗，不是沉默的理由！不能让站出来的老朱们孤单，我们跟他们站在一道。喊老朱回家！,0,2012-08-22,1,1
m0kjn8a3s4,31,m,True,1,uI43SOAHR,0,新浪微博,0,[抓狂]//@uM1UEUURM：  又一个,0,2012-08-22,1,1
mu95uBLKfk,31,m,True,1,uI43SOAHR,0,企业微博,0,刘志军会判死刑吗？//@uLMILUOBY：  转发微博,0,2012-08-22,1,1
mUEaLdL66p,11,m,True,0,uTZ5OC3IO,0,新浪微博,0,郭美美事件之后的几万个“呸”，北京水灾之后的无数个“捐你妹”，周克华案之后的无数质疑，都说明中国已经走进了“我不信”的时代，当局亟需改换思路，停止自吹、停止遮掩，改为诚实地面对历史和现实，说人话、说真话，一点点挽救自己的形象和屡创新低的公信力。如若不然，“我不服”的时代就将到来。,0,2012-08-22,1,1
m2gbfr9RBj,11,m,True,1,uR1WLLHQ5,0,Weico.iPhone,0,领导日理万鸡，时间紧张，可以理解。//@ukn： 转发微博。,0,2012-08-22,1,1
mNlVqtTC6E,100,m,True,1,uATZFNH3J,0,新浪微博,0,转发微博,0,2012-08-22,1,1
m9IA9jGFwh,31,f,True,1,uLMILUOBY,1,新浪微博,0,转发微博,0,2012-08-22,1,1
m3zQPjKueu,11,m,True,1,uFAKUJ0B,0,新浪微博,0,文字工作者和艺术工作者们又来看图编故事了。[偷笑],0,2012-08-22,1,1
m0Wi7Ayzsv,31,m,True,0,uK3R510WP,0,新浪微博,1,网传中国高官贪官群丑图(省部副职以上己判贪官),0,2012-08-22,0,1
mkGXRzDDRg,11,m,True,1,uDZTF44ZQ,0,联想乐Phone_A790e,0,不服！,0,2012-08-22,1,1
m4hM2g6cqy,32,m,True,1,uRLOJYIDT,0,新浪微博,0,这都是什么事啊！太不像话！！！//@uDSDWKJ1：  操！[怒骂],0,2012-08-22,1,1
mNlVqm3Nel,32,m,True,1,uRLOJYIDT,0,新浪微博,0,回复@uHRVJUHBF： 立党为公，执政为民，就得这么干！ //@uHRVJUHBF： 上月在北极村，碰巧遇到某首长也同一天到那里，所有景区景点都由军警提前清场，其所经线路三步一岗五步一哨，游客想在路边远远地望一眼庞大的车队也不被允许，一切“闲杂人等”通通赶走！[兔子] //@uRLOJYIDT： 这都是什么事啊！太不像话！！！,0,2012-08-22,1,1
mvRwW8JjL1,32,m,True,1,uRLOJYIDT,0,新浪微博,0,转发微博,0,2012-08-22,1,1
